timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0203,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0304,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0405,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0505,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0606,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0707,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0808,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0908,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0016,-0.0000,,,,,,,
0.1011,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0033,-0.0000,,,,,,,
0.1084,,,,,,,,,,,-0.1523,0.0608,0.0003,-0.1523,0.0608,0.0003,1
0.1112,0,0,0,-1,0.0000,0.0016,0.0000,0.0000,0.0048,-0.0000,,,,,,,
0.1213,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0064,-0.0000,,,,,,,
0.1313,0,0,1,-1,0.0015,0.0016,0.0000,0.0015,0.0080,-0.0000,,,,,,,
0.1414,0,-6,2,-3,0.0031,0.0144,-0.0001,0.0046,0.0224,-0.0001,,,,,,,
0.1515,9,-21,0,0,0.0143,0.0342,-0.0005,0.0190,0.0566,-0.0006,,,,,,,
0.1616,0,0,15,-21,0.0231,0.0326,0.0005,0.0421,0.0892,-0.0001,,,,,,,
0.1717,13,-35,0,0,0.0207,0.0569,-0.0008,0.0628,0.1461,-0.0009,,,,,,,
0.1818,6,-39,12,-33,0.0280,0.1148,-0.0002,0.0910,0.2609,-0.0011,,,,,,,
0.1919,0,0,2,-50,0.0031,0.0777,0.0011,0.0941,0.3386,0.0000,,,,,,,
0.2020,0,-55,0,0,0.0000,0.0895,-0.0013,0.0941,0.4281,-0.0013,,,,,,,
0.2121,0,0,-4,-65,-0.0062,0.1011,0.0014,0.0880,0.5291,0.0002,,,,,,,
0.2222,-1,-54,-7,-65,-0.0124,0.1889,0.0002,0.0756,0.7181,0.0004,,,,,,,
0.2323,-8,-57,0,0,-0.0127,0.0927,-0.0013,0.0629,0.8108,-0.0010,,,,,,,
0.2423,0,0,-7,-77,-0.0108,0.1197,0.0017,0.0521,0.9305,0.0007,,,,,,,
0.2524,-3,-64,0,0,-0.0048,0.1041,-0.0015,0.0474,1.0346,-0.0007,,,,,,,
0.2564,,,,,,,,,,,0.4352,0.1800,-0.0003,0.5875,0.1190,-0.0006,1
0.2625,-4,-63,-7,-77,-0.0172,0.2222,0.0002,0.0303,1.2568,-0.0005,,,,,,,
0.2726,0,0,-12,-90,-0.0185,0.1399,0.0020,0.0118,1.3968,0.0015,,,,,,,
0.2827,-11,-71,0,0,-0.0175,0.1155,-0.0017,-0.0058,1.5123,-0.0001,,,,,,,
0.2928,0,0,-10,-92,-0.0154,0.1430,0.0020,-0.0214,1.6553,0.0019,,,,,,,
0.3028,-7,-76,-9,-83,-0.0250,0.2527,0.0001,-0.0469,1.9079,0.0020,,,,,,,
0.3129,-5,-75,0,0,-0.0080,0.1220,-0.0017,-0.0549,2.0299,0.0002,,,,,,,
0.3230,0,0,-10,-97,-0.0154,0.1508,0.0022,-0.0706,2.1807,0.0024,,,,,,,
