timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0203,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0304,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0016,-0.0000,,,,,,,
0.0405,0,0,0,-1,0.0000,0.0016,0.0000,0.0000,0.0032,-0.0000,,,,,,,
0.0508,-1,-1,0,0,-0.0016,0.0016,-0.0000,-0.0016,0.0048,-0.0000,,,,,,,
0.0609,0,0,0,-2,0.0000,0.0031,0.0000,-0.0016,0.0079,0.0000,,,,,,,
0.0709,-5,-8,-35,-81,-0.0619,0.1390,0.0016,-0.0636,0.1468,0.0016,,,,,,,
0.0810,-68,-76,0,0,-0.1081,0.1236,-0.0018,-0.1719,0.2704,-0.0001,,,,,,,
0.0911,0,0,-86,-160,-0.1326,0.2488,0.0036,-0.3049,0.5189,0.0034,,,,,,,
0.1012,-86,-104,-108,-199,-0.3033,0.4786,0.0020,-0.6103,0.9962,0.0054,,,,,,,
0.1096,,,,,,,,,,,-0.0785,0.3587,0.0008,-0.0785,0.3587,0.0008,1
0.1113,-100,-106,0,0,-0.1590,0.1724,-0.0025,-0.7701,1.1679,0.0030,,,,,,,
0.1214,0,0,-124,-224,-0.1912,0.3483,0.0050,-0.9632,1.5152,0.0079,,,,,,,
0.1315,-130,-135,0,0,-0.2067,0.2196,-0.0031,-1.1713,1.7335,0.0048,,,,,,,
0.1416,-122,-144,-142,-269,-0.4130,0.6525,0.0026,-1.5883,2.3834,0.0074,,,,,,,
0.1517,0,0,-127,-266,-0.1958,0.4136,0.0059,-1.7884,2.7949,0.0133,,,,,,,
0.1618,-111,-148,0,0,-0.1765,0.2408,-0.0034,-1.9677,3.0336,0.0099,,,,,,,
0.1719,0,0,-132,-271,-0.2036,0.4213,0.0060,-2.1767,3.4523,0.0159,,,,,,,
0.1820,-119,-151,-130,-295,-0.3897,0.7043,0.0030,-2.5786,4.1497,0.0190,,,,,,,
0.1921,-121,-188,0,0,-0.1924,0.3058,-0.0044,-2.7761,4.4523,0.0146,,,,,,,
0.2035,0,0,-136,-316,-0.2097,0.4913,0.0070,-2.9947,4.9397,0.0216,,,,,,,
0.2137,-132,-211,-142,-361,-0.4289,0.9045,0.0031,-3.4444,5.8341,0.0247,,,,,,,
0.2238,-107,-231,0,0,-0.1702,0.3758,-0.0054,-3.6228,6.2061,0.0194,,,,,,,
0.2339,0,0,-119,-353,-0.1835,0.5488,0.0078,-3.8190,6.7505,0.0272,,,,,,,
0.2440,-99,-236,0,0,-0.1574,0.3839,-0.0055,-3.9858,7.1304,0.0217,,,,,,,
0.2541,-92,-238,-123,-358,-0.3360,0.9438,0.0024,-4.3433,8.0663,0.0241,,,,,,,
0.2583,,,,,,,,,,,-2.2074,6.9687,0.0178,-2.1236,6.6116,0.0170,1
0.2641,0,0,-102,-333,-0.1573,0.5177,0.0074,-4.5150,8.5794,0.0315,,,,,,,
0.2742,-87,-218,0,0,-0.1384,0.3547,-0.0051,-4.6635,8.9299,0.0265,,,,,,,
0.2843,0,0,-105,-347,-0.1619,0.5395,0.0077,-4.8417,9.4643,0.0342,,,,,,,
0.2944,-91,-278,-103,-414,-0.3035,1.0959,0.0027,-5.1840,10.5487,0.0369,,,,,,,
0.3045,-80,-332,0,0,-0.1272,0.5401,-0.0077,-5.3290,11.0844,0.0292,,,,,,,
0.3146,0,0,-85,-422,-0.1311,0.6561,0.0094,-5.4822,11.7357,0.0386,,,,,,,
